datetime_hour,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure,precipitation,cloud_cover,location_name
2025-10-12 19:00:00+00:00,22.9,73,4.8,329,985.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-12 20:00:00+00:00,22.2,74,4.8,318,985.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-12 21:00:00+00:00,22.0,73,4.0,321,985.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-12 22:00:00+00:00,21.9,72,3.9,338,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-12 23:00:00+00:00,21.5,72,3.7,313,984.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 00:00:00+00:00,20.4,85,4.2,277,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 01:00:00+00:00,20.5,86,3.5,291,986.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 02:00:00+00:00,21.8,81,4.0,280,986.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 03:00:00+00:00,23.8,73,2.7,290,987.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 04:00:00+00:00,26.1,63,2.8,310,988.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 05:00:00+00:00,28.2,52,3.3,324,988.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 06:00:00+00:00,29.6,41,3.9,326,987.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 07:00:00+00:00,30.9,36,3.8,315,987.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 08:00:00+00:00,31.5,34,3.7,305,986.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 09:00:00+00:00,31.7,33,3.9,304,985.8,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-13 10:00:00+00:00,31.5,33,4.5,307,985.3,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-13 11:00:00+00:00,30.9,34,5.4,312,985.0,0.0,12,"R K Puram, Delhi - DPCC"
2025-10-13 12:00:00+00:00,28.7,53,2.7,318,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 13:00:00+00:00,27.4,53,1.4,337,985.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 14:00:00+00:00,27.0,54,0.4,297,986.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 15:00:00+00:00,26.2,55,0.4,207,986.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 16:00:00+00:00,25.2,59,1.7,193,986.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 17:00:00+00:00,24.1,63,3.4,196,986.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 18:00:00+00:00,23.0,73,4.0,207,986.2,0.0,3,"R K Puram, Delhi - DPCC"
2025-10-13 19:00:00+00:00,22.9,73,3.5,294,986.0,0.0,6,"R K Puram, Delhi - DPCC"
2025-10-13 20:00:00+00:00,23.0,70,1.8,281,985.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 21:00:00+00:00,22.4,71,3.8,287,984.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 22:00:00+00:00,21.8,70,4.7,293,984.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-13 23:00:00+00:00,21.1,72,4.8,307,984.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 00:00:00+00:00,21.1,78,4.2,295,984.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 01:00:00+00:00,21.2,80,3.1,291,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 02:00:00+00:00,22.8,73,3.8,265,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 03:00:00+00:00,25.0,65,2.4,261,986.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 04:00:00+00:00,27.6,52,2.2,279,986.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 05:00:00+00:00,29.6,36,3.6,297,987.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 06:00:00+00:00,30.2,33,5.0,283,986.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 07:00:00+00:00,31.3,31,4.8,285,986.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 08:00:00+00:00,31.9,29,5.1,287,985.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 09:00:00+00:00,32.0,29,5.0,296,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 10:00:00+00:00,31.8,29,5.1,309,984.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 11:00:00+00:00,31.0,30,4.9,324,984.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 12:00:00+00:00,29.5,33,2.9,7,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 13:00:00+00:00,27.9,45,1.3,56,984.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 14:00:00+00:00,27.4,45,0.8,117,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 15:00:00+00:00,26.7,47,1.2,141,985.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 16:00:00+00:00,25.9,50,1.6,153,985.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 17:00:00+00:00,25.5,50,0.9,169,985.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 18:00:00+00:00,25.0,59,0.9,191,985.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 19:00:00+00:00,24.6,60,0.7,194,985.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 20:00:00+00:00,24.3,59,1.1,180,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 21:00:00+00:00,24.2,59,0.7,166,984.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 22:00:00+00:00,23.9,60,0.4,117,984.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-14 23:00:00+00:00,23.1,62,0.2,360,983.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 00:00:00+00:00,21.8,73,2.2,294,984.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 01:00:00+00:00,21.1,77,3.4,252,985.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 02:00:00+00:00,22.5,71,4.0,243,986.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 03:00:00+00:00,25.0,61,2.3,288,986.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 04:00:00+00:00,27.5,50,2.2,284,987.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 05:00:00+00:00,29.6,35,2.9,277,987.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 06:00:00+00:00,30.5,31,4.9,276,987.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 07:00:00+00:00,31.3,28,5.2,274,986.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 08:00:00+00:00,31.8,28,5.4,270,985.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 09:00:00+00:00,31.9,28,5.8,270,984.9,0.0,3,"R K Puram, Delhi - DPCC"
2025-10-15 10:00:00+00:00,31.6,28,6.0,279,984.7,0.0,4,"R K Puram, Delhi - DPCC"
2025-10-15 11:00:00+00:00,30.9,29,6.0,297,984.4,0.0,3,"R K Puram, Delhi - DPCC"
2025-10-15 12:00:00+00:00,29.5,33,3.6,357,984.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 13:00:00+00:00,27.5,46,2.3,32,984.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 14:00:00+00:00,27.2,48,0.4,180,985.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 15:00:00+00:00,26.4,46,0.6,124,985.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 16:00:00+00:00,25.7,48,1.2,63,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 17:00:00+00:00,25.4,48,1.5,111,985.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 18:00:00+00:00,24.2,58,2.3,180,985.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 19:00:00+00:00,23.0,64,3.5,208,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 20:00:00+00:00,22.1,67,3.9,242,984.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 21:00:00+00:00,21.3,71,4.0,270,984.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 22:00:00+00:00,20.8,70,4.7,254,983.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-15 23:00:00+00:00,20.3,70,4.9,274,983.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 00:00:00+00:00,20.1,75,4.8,281,984.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 01:00:00+00:00,20.5,72,4.3,270,985.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 02:00:00+00:00,22.0,65,5.8,263,985.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 03:00:00+00:00,24.5,57,3.6,276,986.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 04:00:00+00:00,27.5,46,3.5,305,987.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 05:00:00+00:00,29.4,38,4.2,306,987.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 06:00:00+00:00,30.2,34,5.3,308,986.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 07:00:00+00:00,31.0,32,5.4,310,986.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 08:00:00+00:00,31.5,32,5.5,306,985.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 09:00:00+00:00,31.6,32,5.8,304,984.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 10:00:00+00:00,31.4,33,6.3,305,984.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 11:00:00+00:00,30.6,35,6.9,309,984.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 12:00:00+00:00,29.5,36,5.7,288,984.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 13:00:00+00:00,28.0,42,3.8,315,984.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 14:00:00+00:00,27.0,50,3.5,336,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 15:00:00+00:00,26.6,51,1.7,328,985.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 16:00:00+00:00,26.4,53,0.9,323,986.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 17:00:00+00:00,26.0,54,0.4,153,986.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 18:00:00+00:00,25.8,56,0.6,342,985.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 19:00:00+00:00,25.2,56,0.8,297,986.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 20:00:00+00:00,24.0,59,1.9,236,985.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 21:00:00+00:00,22.2,66,3.7,241,985.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 22:00:00+00:00,21.1,71,4.4,258,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-16 23:00:00+00:00,20.4,74,4.8,259,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 00:00:00+00:00,20.7,77,6.3,267,986.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 01:00:00+00:00,20.8,77,4.7,279,986.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 02:00:00+00:00,22.0,71,5.4,284,987.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 03:00:00+00:00,24.4,61,3.4,288,988.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 04:00:00+00:00,27.2,50,3.5,298,988.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 05:00:00+00:00,29.5,45,4.0,321,988.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 06:00:00+00:00,30.6,39,5.9,315,988.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 07:00:00+00:00,31.5,37,5.4,320,987.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 08:00:00+00:00,32.0,36,5.7,325,986.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 09:00:00+00:00,32.2,35,5.7,332,985.6,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-17 10:00:00+00:00,32.0,35,5.5,341,985.2,0.0,4,"R K Puram, Delhi - DPCC"
2025-10-17 11:00:00+00:00,31.4,36,6.2,350,984.9,0.0,9,"R K Puram, Delhi - DPCC"
2025-10-17 12:00:00+00:00,30.1,39,4.7,332,985.1,0.0,18,"R K Puram, Delhi - DPCC"
2025-10-17 13:00:00+00:00,28.4,49,3.2,313,985.6,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-17 14:00:00+00:00,27.5,53,3.2,286,986.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 15:00:00+00:00,27.0,55,2.5,274,986.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 16:00:00+00:00,26.2,55,2.2,246,986.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 17:00:00+00:00,25.0,57,3.9,257,986.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 18:00:00+00:00,24.8,62,4.1,241,986.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 19:00:00+00:00,24.6,63,3.6,273,985.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 20:00:00+00:00,23.9,65,4.2,306,985.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 21:00:00+00:00,23.1,69,3.7,284,985.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 22:00:00+00:00,22.5,71,3.8,281,985.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-17 23:00:00+00:00,21.7,75,3.5,279,985.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 00:00:00+00:00,21.7,80,4.4,258,985.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 01:00:00+00:00,21.6,79,4.7,272,986.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 02:00:00+00:00,22.4,75,4.9,262,987.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 03:00:00+00:00,24.6,64,3.1,263,987.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 04:00:00+00:00,27.4,52,3.4,270,988.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 05:00:00+00:00,29.5,44,3.8,273,988.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 06:00:00+00:00,30.9,38,3.4,286,987.9,0.0,2,"R K Puram, Delhi - DPCC"
2025-10-18 07:00:00+00:00,32.2,34,2.2,279,987.0,0.0,6,"R K Puram, Delhi - DPCC"
2025-10-18 08:00:00+00:00,32.8,31,1.5,225,985.7,0.0,13,"R K Puram, Delhi - DPCC"
2025-10-18 09:00:00+00:00,33.2,30,2.2,194,984.7,0.0,8,"R K Puram, Delhi - DPCC"
2025-10-18 10:00:00+00:00,33.2,29,3.8,163,984.1,0.0,7,"R K Puram, Delhi - DPCC"
2025-10-18 11:00:00+00:00,32.3,30,5.5,153,984.1,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-18 12:00:00+00:00,30.8,32,1.3,146,984.3,0.0,9,"R K Puram, Delhi - DPCC"
2025-10-18 13:00:00+00:00,28.7,44,2.3,219,984.6,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-18 14:00:00+00:00,28.1,50,1.7,229,985.2,0.0,2,"R K Puram, Delhi - DPCC"
2025-10-18 15:00:00+00:00,27.6,51,1.5,315,985.5,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-18 16:00:00+00:00,27.0,53,1.3,304,985.7,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-18 17:00:00+00:00,27.2,55,0.7,284,985.8,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-18 18:00:00+00:00,26.9,56,0.9,349,985.5,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-18 19:00:00+00:00,25.8,59,1.1,270,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 20:00:00+00:00,24.8,63,1.5,263,984.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 21:00:00+00:00,23.9,67,1.5,240,984.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 22:00:00+00:00,23.2,69,2.6,214,984.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-18 23:00:00+00:00,23.3,70,0.6,236,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 00:00:00+00:00,23.0,76,1.8,24,985.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 01:00:00+00:00,23.6,72,0.9,37,985.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 02:00:00+00:00,24.5,68,2.7,132,986.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 03:00:00+00:00,26.4,61,2.3,184,987.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 04:00:00+00:00,28.8,50,1.6,207,988.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 05:00:00+00:00,30.6,40,2.0,225,987.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 06:00:00+00:00,31.4,37,2.3,238,987.3,0.0,6,"R K Puram, Delhi - DPCC"
2025-10-19 07:00:00+00:00,32.7,34,1.7,238,986.7,0.0,23,"R K Puram, Delhi - DPCC"
2025-10-19 08:00:00+00:00,33.3,32,1.3,188,985.9,0.0,30,"R K Puram, Delhi - DPCC"
2025-10-19 09:00:00+00:00,33.6,30,2.8,145,984.6,0.0,34,"R K Puram, Delhi - DPCC"
2025-10-19 10:00:00+00:00,33.5,29,6.5,141,983.9,0.0,28,"R K Puram, Delhi - DPCC"
2025-10-19 11:00:00+00:00,32.3,32,10.1,136,983.6,0.0,78,"R K Puram, Delhi - DPCC"
2025-10-19 12:00:00+00:00,30.5,38,2.4,48,983.8,0.0,6,"R K Puram, Delhi - DPCC"
2025-10-19 13:00:00+00:00,29.0,51,0.9,307,984.3,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-19 14:00:00+00:00,28.2,52,1.8,307,984.6,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 15:00:00+00:00,27.5,52,3.1,336,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 16:00:00+00:00,27.0,52,2.4,343,984.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 17:00:00+00:00,26.6,54,1.0,329,985.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 18:00:00+00:00,26.5,57,0.8,45,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 19:00:00+00:00,26.1,55,0.4,207,984.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 20:00:00+00:00,26.0,55,0.3,225,984.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 21:00:00+00:00,26.0,54,0.6,108,984.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 22:00:00+00:00,25.2,56,0.3,225,984.5,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-19 23:00:00+00:00,24.0,60,2.5,300,984.4,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-20 00:00:00+00:00,22.9,72,3.4,254,985.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-20 01:00:00+00:00,22.8,74,1.8,246,985.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-20 02:00:00+00:00,24.1,67,1.5,210,986.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-20 03:00:00+00:00,26.1,58,1.5,135,987.3,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-20 04:00:00+00:00,28.6,48,2.3,108,988.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-20 05:00:00+00:00,30.5,40,3.9,114,987.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-20 06:00:00+00:00,31.6,35,5.8,112,987.4,0.0,14,"R K Puram, Delhi - DPCC"
2025-10-20 07:00:00+00:00,32.8,31,7.1,109,986.7,0.0,8,"R K Puram, Delhi - DPCC"
2025-10-20 08:00:00+00:00,33.1,30,8.0,110,986.0,0.0,16,"R K Puram, Delhi - DPCC"
2025-10-20 09:00:00+00:00,33.0,29,8.3,112,984.9,0.0,11,"R K Puram, Delhi - DPCC"
2025-10-20 10:00:00+00:00,32.6,30,8.2,112,984.4,0.0,13,"R K Puram, Delhi - DPCC"
2025-10-20 11:00:00+00:00,32.1,30,8.0,117,984.3,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-20 12:00:00+00:00,30.6,36,8.5,84,984.3,0.0,8,"R K Puram, Delhi - DPCC"
2025-10-20 13:00:00+00:00,29.6,41,4.3,62,984.9,0.0,13,"R K Puram, Delhi - DPCC"
2025-10-20 14:00:00+00:00,28.6,47,3.5,39,985.5,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-20 15:00:00+00:00,28.0,51,3.3,41,985.6,0.0,4,"R K Puram, Delhi - DPCC"
2025-10-20 16:00:00+00:00,27.2,55,3.1,45,986.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-20 17:00:00+00:00,26.5,57,3.2,71,986.1,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-20 18:00:00+00:00,25.5,64,3.9,74,986.1,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-20 19:00:00+00:00,24.8,68,3.4,90,986.0,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-20 20:00:00+00:00,24.1,71,3.5,105,986.1,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-20 21:00:00+00:00,23.6,74,3.5,99,986.1,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-20 22:00:00+00:00,23.1,77,3.3,112,986.3,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-20 23:00:00+00:00,22.7,79,3.3,131,986.3,0.0,16,"R K Puram, Delhi - DPCC"
2025-10-21 00:00:00+00:00,23.2,78,5.8,112,986.7,0.0,100,"R K Puram, Delhi - DPCC"
2025-10-21 01:00:00+00:00,23.8,77,4.1,165,987.4,0.0,71,"R K Puram, Delhi - DPCC"
2025-10-21 02:00:00+00:00,24.1,74,3.6,273,988.2,0.0,41,"R K Puram, Delhi - DPCC"
2025-10-21 03:00:00+00:00,25.9,64,2.6,168,989.2,0.0,19,"R K Puram, Delhi - DPCC"
2025-10-21 04:00:00+00:00,28.2,52,3.8,180,989.4,0.0,34,"R K Puram, Delhi - DPCC"
2025-10-21 05:00:00+00:00,30.0,43,4.9,156,989.2,0.0,23,"R K Puram, Delhi - DPCC"
2025-10-21 06:00:00+00:00,30.2,40,7.0,132,988.7,0.0,27,"R K Puram, Delhi - DPCC"
2025-10-21 07:00:00+00:00,30.4,39,5.4,146,988.0,0.1,14,"R K Puram, Delhi - DPCC"
2025-10-21 08:00:00+00:00,30.4,39,7.1,146,987.3,0.1,21,"R K Puram, Delhi - DPCC"
2025-10-21 09:00:00+00:00,30.1,40,7.0,148,986.4,0.1,11,"R K Puram, Delhi - DPCC"
2025-10-21 10:00:00+00:00,29.9,41,5.6,165,986.0,0.1,5,"R K Puram, Delhi - DPCC"
2025-10-21 11:00:00+00:00,29.3,42,6.0,177,985.8,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-21 12:00:00+00:00,30.0,37,2.9,248,985.4,0.0,52,"R K Puram, Delhi - DPCC"
2025-10-21 13:00:00+00:00,29.1,42,5.3,298,986.0,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-21 14:00:00+00:00,28.2,49,4.6,342,986.5,0.0,9,"R K Puram, Delhi - DPCC"
2025-10-21 15:00:00+00:00,27.5,54,5.1,45,987.1,0.0,16,"R K Puram, Delhi - DPCC"
2025-10-21 16:00:00+00:00,26.5,59,5.2,65,987.1,0.0,2,"R K Puram, Delhi - DPCC"
2025-10-21 17:00:00+00:00,25.7,65,1.8,53,987.1,0.0,4,"R K Puram, Delhi - DPCC"
2025-10-21 18:00:00+00:00,25.9,67,0.7,166,987.1,0.0,26,"R K Puram, Delhi - DPCC"
2025-10-21 19:00:00+00:00,25.5,69,0.5,90,986.9,0.0,9,"R K Puram, Delhi - DPCC"
2025-10-21 20:00:00+00:00,25.2,69,1.0,45,987.2,0.0,2,"R K Puram, Delhi - DPCC"
2025-10-21 21:00:00+00:00,25.0,74,0.6,18,987.2,0.0,2,"R K Puram, Delhi - DPCC"
2025-10-21 22:00:00+00:00,24.7,75,0.0,270,987.1,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-21 23:00:00+00:00,24.0,77,1.2,321,987.2,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-22 00:00:00+00:00,23.8,85,0.9,143,987.0,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-22 01:00:00+00:00,23.5,87,0.5,225,987.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-22 02:00:00+00:00,24.1,84,3.9,292,988.6,0.0,2,"R K Puram, Delhi - DPCC"
2025-10-22 03:00:00+00:00,25.7,75,3.6,303,989.3,0.0,1,"R K Puram, Delhi - DPCC"
2025-10-22 04:00:00+00:00,28.2,61,3.9,304,989.7,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-22 05:00:00+00:00,30.2,46,4.1,299,989.6,0.0,10,"R K Puram, Delhi - DPCC"
2025-10-22 06:00:00+00:00,30.8,46,6.8,299,989.2,0.0,19,"R K Puram, Delhi - DPCC"
2025-10-22 07:00:00+00:00,31.4,40,6.6,305,988.0,0.0,36,"R K Puram, Delhi - DPCC"
2025-10-22 08:00:00+00:00,32.0,35,6.6,292,987.0,0.0,20,"R K Puram, Delhi - DPCC"
2025-10-22 09:00:00+00:00,32.0,31,7.3,286,986.1,0.0,18,"R K Puram, Delhi - DPCC"
2025-10-22 10:00:00+00:00,31.9,30,8.1,291,985.4,0.0,9,"R K Puram, Delhi - DPCC"
2025-10-22 11:00:00+00:00,31.1,32,9.2,301,985.2,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-22 12:00:00+00:00,30.3,32,9.0,296,985.1,0.0,10,"R K Puram, Delhi - DPCC"
2025-10-22 13:00:00+00:00,29.5,32,8.8,311,985.6,0.0,8,"R K Puram, Delhi - DPCC"
2025-10-22 14:00:00+00:00,28.8,32,6.0,314,986.3,0.0,7,"R K Puram, Delhi - DPCC"
2025-10-22 15:00:00+00:00,27.8,34,5.1,309,986.7,0.0,5,"R K Puram, Delhi - DPCC"
2025-10-22 16:00:00+00:00,26.9,38,5.6,291,987.0,0.0,2,"R K Puram, Delhi - DPCC"
2025-10-22 17:00:00+00:00,25.8,43,5.2,301,986.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-22 18:00:00+00:00,25.0,52,4.4,308,986.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-22 19:00:00+00:00,24.5,52,5.4,300,986.9,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-22 20:00:00+00:00,24.0,51,6.1,302,986.8,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-22 21:00:00+00:00,23.2,51,5.6,295,986.2,0.0,0,"R K Puram, Delhi - DPCC"
2025-10-22 22:00:00+00:00,22.5,53,5.6,285,986.0,0.0,0,"R K Puram, Delhi - DPCC"
